threshold,CompareCount1,time1,CompareCount2,time2,CompareCount3,time3
39,1373639172,25275,1373614781,25303,1373660249,25371
40,1373639172,25230,1373614781,25190,1373660249,25033
41,1373639172,25201,1373614781,25221,1373660249,25180
42,1373639172,25071,1373614781,25116,1373660249,24924
43,1373639172,25186,1373614781,25132,1373660249,12241
44,1373639172,21138,1373614781,25146,1373660249,24987
45,1373639172,24984,1373614781,24926,1373660249,25002
46,1373639172,25003,1373614781,25053,1373660249,25267
47,1451242621,25409,1451173278,25355,1451300941,25255
48,1626843571,25654,1626835110,25515,1626996951,25361
49,1626843571,25230,1626835110,25523,1626996951,25749
50,1626843571,25756,1626835110,25845,1626996951,10356
51,1626843571,12773,1626835110,16666,1626996951,21240
52,1626843571,25107,1626835110,23384,1626996951,18181
53,1626843571,8975,1626835110,9162,1626996951,9006
54,1626843571,15779,1626835110,10323,1626996951,10376
55,1626843571,9161,1626835110,9035,1626996951,8669
56,1626843571,8755,1626835110,8661,1626996951,8988
57,1626843571,9051,1626835110,9163,1626996951,9319
58,1626843571,9177,1626835110,9440,1626996951,9390
59,1626843571,9219,1626835110,9244,1626996951,9581
60,1626843571,9061,1626835110,9068,1626996951,9043
61,1626843571,9114,1626835110,8973,1626996951,9073
62,1626843571,9078,1626835110,8900,1626996951,8773
63,1626843571,9606,1626835110,8660,1626996951,8927
64,1626843571,9055,1626835110,9083,1626996951,8959
65,1626843571,8816,1626835110,8979,1626996951,9066
66,1626843571,9511,1626835110,9502,1626996951,9159
67,1626843571,9354,1626835110,9146,1626996951,8755
68,1626843571,8865,1626835110,8854,1626996951,8799
69,1626843571,8945,1626835110,9208,1626996951,9360
70,1626843571,9427,1626835110,9507,1626996951,9475
71,1626843571,9158,1626835110,8833,1626996951,9095
72,1626843571,8854,1626835110,9190,1626996951,8930
73,1626843571,9288,1626835110,9103,1626996951,8988
74,1626843571,21763,1626835110,23469,1626996951,24897
75,1626843571,25433,1626835110,25133,1626996951,25029
76,1626843571,15641,1626835110,9169,1626996951,12760
77,1626843571,16132,1626835110,9143,1626996951,8949
78,1626843571,9196,1626835110,9479,1626996951,9385
79,1626843571,8932,1626835110,9317,1626996951,9525
80,1626843571,9229,1626835110,9491,1626996951,9275
81,1626843571,9441,1626835110,9432,1626996951,9551
82,1626843571,9278,1626835110,9224,1626996951,9079
83,1626843571,9297,1626835110,9456,1626996951,9347
84,1626843571,9251,1626835110,9649,1626996951,9210
85,1626843571,9243,1626835110,9033,1626996951,9193
86,1626843571,9243,1626835110,9624,1626996951,9711
87,1626843571,9518,1626835110,9409,1626996951,9586
88,1626843571,9442,1626835110,9249,1626996951,9368
89,1626843571,9456,1626835110,9157,1626996951,8916
90,1626843571,9595,1626835110,9409,1626996951,9316
91,1626843571,9446,1626835110,9112,1626996951,8727
92,1626843571,9185,1626835110,12561,1626996951,9698
93,1626843571,8980,1626835110,8746,1626996951,9054
94,1626843571,8909,1626835110,9039,1626996951,8958
95,1971276012,9392,1971425456,10158,1971377187,10472
96,2175897328,10344,2175833836,10263,2175803093,10649
97,2175897328,10980,2175833836,11193,2175803093,11000
98,2175897328,10674,2175833836,11002,2175803093,10460
99,2175897328,10608,2175833836,10041,2175803093,10279
100,2175897328,10048,2175833836,11128,2175803093,10486
101,2175897328,10110,2175833836,9641,2175803093,10447
102,2175897328,11359,2175833836,10970,2175803093,11521
103,2175897328,10750,2175833836,10970,2175803093,10484
104,2175897328,11315,2175833836,11629,2175803093,11317
105,2175897328,19792,2175833836,10886,2175803093,10075
106,2175897328,10456,2175833836,10554,2175803093,10102
107,2175897328,10461,2175833836,10133,2175803093,10223
108,2175897328,10328,2175833836,17843,2175803093,11071
109,2175897328,10331,2175833836,10409,2175803093,10616
110,2175897328,10171,2175833836,9958,2175803093,10177
111,2175897328,10428,2175833836,10123,2175803093,10401
112,2175897328,11467,2175833836,10838,2175803093,23315
113,2175897328,15551,2175833836,10485,2175803093,10708
114,2175897328,16492,2175833836,26840,2175803093,26555
115,2175897328,11556,2175833836,20217,2175803093,10671
116,2175897328,10406,2175833836,11601,2175803093,10672
117,2175897328,19639,2175833836,27541,2175803093,27193
118,2175897328,26932,2175833836,28476,2175803093,27074
119,2175897328,27931,2175833836,28092,2175803093,26956
120,2175897328,27423,2175833836,28081,2175803093,27299
121,2175897328,28413,2175833836,28608,2175803093,28465
122,2175897328,28548,2175833836,28048,2175803093,28363
123,2175897328,28457,2175833836,28444,2175803093,27296
124,2175897328,28441,2175833836,28153,2175803093,28254
125,2175897328,27891,2175833836,28185,2175803093,28113
126,2175897328,28258,2175833836,27761,2175803093,27966
127,2175897328,28413,2175833836,28440,2175803093,27576
