num_vertices,num_edges,time
1000,10000,7192000
1000,20000,17841700
1000,30000,16463300
1000,40000,11284000
1000,50000,6622000
1000,60000,6122900
1000,70000,5844600
1000,80000,6768100
1000,90000,6837400
1000,100000,9889900
1000,110000,10556200
1000,120000,6895900
1000,130000,6779400
1000,140000,6867100
1000,150000,7072200
1000,160000,8815200
1000,170000,6905000
1000,180000,8762500
1000,190000,10490200
1000,200000,12144500
1000,210000,13988200
1000,220000,9293400
1000,230000,7664600
1000,240000,10168000
1000,250000,15397100
1000,260000,9674000
1000,270000,14779100
1000,280000,8560400
1000,290000,10372700
1000,300000,9605500
1000,310000,8204300
1000,320000,10344800
1000,330000,8564800
1000,340000,13629400
1000,350000,10149600
1000,360000,9276300
1000,370000,12237000
1000,380000,10489600
1000,390000,8441200
1000,400000,9022300
1000,410000,9016000
1000,420000,16049200
1000,430000,8751900
1000,440000,8867900
1000,450000,10843200
1000,460000,9748000
1000,470000,9390100
1000,480000,9077600
1000,490000,7938600
1000,500000,8065200
1000,510000,7552100
1000,520000,7747200
1000,530000,8010600
1000,540000,7403200
1000,550000,8510700
1000,560000,7356800
1000,570000,9274600
1000,580000,7474000
1000,590000,8995200
1000,600000,8795200
1000,610000,8462400
1000,620000,7772800
1000,630000,7393200
1000,640000,7777300
1000,650000,8007300
1000,660000,8123200
1000,670000,8130300
1000,680000,8036100
1000,690000,7509100
1000,700000,9284800
1000,710000,8853100
1000,720000,10368200
1000,730000,10389800
1000,740000,10567700
1000,750000,10422000
1000,760000,10922300
1000,770000,10572100
1000,780000,13976200
1000,790000,10525500
1000,800000,11107800
1000,810000,10831800
1000,820000,9396100
1000,830000,9937100
1000,840000,10968900
1000,850000,10951200
1000,860000,11669400
1000,870000,9870000
1000,880000,11314500
1000,890000,9204200
1000,900000,11149000
1000,910000,10089600
1000,920000,16522400
1000,930000,9682000
1000,940000,8600000
1000,950000,9411600
1000,960000,8426400
1000,970000,8264500
1000,980000,9738400
1000,990000,8516400
1000,1000000,9260900
1000,10000,4739500
1000,20000,5140100
1000,30000,6786700
1000,40000,5552200
1000,50000,6362300
1000,60000,7179800
1000,70000,5784900
1000,80000,6248600
1000,90000,8264800
1000,100000,8303000
1000,110000,9261600
1000,120000,7591100
1000,130000,7811000
1000,140000,6861900
1000,150000,8694700
1000,160000,8145500
1000,170000,7969400
1000,180000,7003600
1000,190000,8672900
1000,200000,8268000
1000,210000,8385100
1000,220000,8319000
1000,230000,7481000
1000,240000,8565800
1000,250000,7571100
1000,260000,8599500
1000,270000,8947800
1000,280000,9920700
1000,290000,8854900
1000,300000,8698600
1000,310000,9660700
1000,320000,10421500
1000,330000,12496200
1000,340000,11510100
1000,350000,8039900
1000,360000,14785100
1000,370000,8155400
1000,380000,9420300
1000,390000,14717200
1000,400000,15764900
1000,410000,9286900
1000,420000,9131200
1000,430000,16263400
1000,440000,9148400
1000,450000,9743800
1000,460000,13059100
1000,470000,9379400
1000,480000,10219700
1000,490000,9327100
1000,500000,9019100
1000,510000,17166300
1000,520000,9510400
1000,530000,9003000
1000,540000,13970700
1000,550000,15306300
1000,560000,10898400
1000,570000,9310100
1000,580000,9498200
1000,590000,9884300
1000,600000,10660900
1000,610000,14864800
1000,620000,11302100
1000,630000,9764500
1000,640000,14428400
1000,650000,9875600
1000,660000,13688000
1000,670000,10898500
1000,680000,9693400
1000,690000,9756000
1000,700000,10216400
1000,710000,9924400
1000,720000,10853200
1000,730000,9723100
1000,740000,12332700
1000,750000,9558600
1000,760000,18203900
1000,770000,18195800
1000,780000,16988500
1000,790000,18499500
1000,800000,14145400
1000,810000,12975400
1000,820000,10037200
1000,830000,10074500
1000,840000,13443500
1000,850000,10159400
1000,860000,10529000
1000,870000,10116900
1000,880000,11272700
1000,890000,8961800
1000,900000,9068600
1000,910000,10877200
1000,920000,9486300
1000,930000,10638700
1000,940000,9995000
1000,950000,12344000
1000,960000,9862300
1000,970000,10910000
1000,980000,10919500
1000,990000,9088100
1000,1000000,10321700
1000,10000,4771400
1000,20000,6026300
1000,30000,5221800
1000,40000,5588200
1000,50000,6951400
1000,60000,5775800
1000,70000,7032500
1000,80000,8981500
1000,90000,13947000
1000,100000,14372500
1000,110000,7319500
1000,120000,7736500
1000,130000,7412800
1000,140000,7784200
1000,150000,6665800
1000,160000,6915900
1000,170000,9452600
1000,180000,7986600
1000,190000,9307300
1000,200000,8172900
1000,210000,8717500
1000,220000,11570700
1000,230000,7407400
1000,240000,14131400
1000,250000,9039100
1000,260000,7704600
1000,270000,9003600
1000,280000,8776100
1000,290000,11101400
1000,300000,9089200
1000,310000,8001300
1000,320000,8060800
1000,330000,8120400
1000,340000,11499600
1000,350000,11136000
1000,360000,9129800
1000,370000,10060300
1000,380000,15675200
1000,390000,13933800
1000,400000,10464000
1000,410000,8851400
1000,420000,9785500
1000,430000,11928600
1000,440000,12001900
1000,450000,8650800
1000,460000,10125400
1000,470000,14669600
1000,480000,9266500
1000,490000,10185900
1000,500000,9810300
1000,510000,10915700
1000,520000,10383300
1000,530000,12826800
1000,540000,17762500
1000,550000,9905900
1000,560000,19085600
1000,570000,11007400
1000,580000,14959500
1000,590000,12870800
1000,600000,9756900
1000,610000,8879900
1000,620000,7796600
1000,630000,9103800
1000,640000,8661100
1000,650000,9089200
1000,660000,9608500
1000,670000,12195200
1000,680000,9226300
1000,690000,7967500
1000,700000,9082400
1000,710000,8622400
1000,720000,8476400
1000,730000,9764400
1000,740000,8408200
1000,750000,9345800
1000,760000,10437800
1000,770000,11094700
1000,780000,9714000
1000,790000,12009100
1000,800000,9958300
1000,810000,10050300
1000,820000,12277300
1000,830000,18822400
1000,840000,8948700
1000,850000,12547200
1000,860000,9671900
1000,870000,10005000
1000,880000,11893900
1000,890000,14495800
1000,900000,15493200
1000,910000,17429700
1000,920000,16706700
1000,930000,23942800
1000,940000,9191600
1000,950000,18803500
1000,960000,15179000
1000,970000,9293000
1000,980000,27687700
1000,990000,8782300
1000,1000000,17061000
1000,10000,8457100
1000,20000,6677600
1000,30000,11747700
1000,40000,6092800
1000,50000,5919700
1000,60000,5891800
1000,70000,7473200
1000,80000,14916500
1000,90000,8886600
1000,100000,10001000
1000,110000,9973700
1000,120000,7524300
1000,130000,9741100
1000,140000,7218000
1000,150000,9217700
1000,160000,7459200
1000,170000,9264800
1000,180000,11336500
1000,190000,8638400
1000,200000,7607300
1000,210000,12118700
1000,220000,11419200
1000,230000,12482400
1000,240000,10031000
1000,250000,8273300
1000,260000,7887800
1000,270000,14945100
1000,280000,10772400
1000,290000,12474400
1000,300000,7826500
1000,310000,7958900
1000,320000,8331100
1000,330000,8171000
1000,340000,8426900
1000,350000,10490900
1000,360000,9002100
1000,370000,8799000
1000,380000,9314200
1000,390000,10827300
1000,400000,8501700
1000,410000,8682000
1000,420000,14821600
1000,430000,8915800
1000,440000,11274900
1000,450000,12275400
1000,460000,18525300
1000,470000,15338700
1000,480000,13971800
1000,490000,9623500
1000,500000,13027400
1000,510000,11240100
1000,520000,10338500
1000,530000,13717600
1000,540000,12576200
1000,550000,10477000
1000,560000,9910400
1000,570000,17496100
1000,580000,12842900
1000,590000,10764200
1000,600000,10404500
1000,610000,10113000
1000,620000,15755500
1000,630000,10130600
1000,640000,17104100
1000,650000,12421500
1000,660000,18489900
1000,670000,11274000
1000,680000,10090200
1000,690000,9882000
1000,700000,11803600
1000,710000,19235800
1000,720000,10261300
1000,730000,9981800
1000,740000,9952700
1000,750000,9542200
1000,760000,13499100
1000,770000,13666500
1000,780000,10961500
1000,790000,11519300
1000,800000,9771500
1000,810000,12209100
1000,820000,12997100
1000,830000,15143500
1000,840000,16849700
1000,850000,13760600
1000,860000,8835200
1000,870000,13184400
1000,880000,11272200
1000,890000,8621800
1000,900000,9340200
1000,910000,9781900
1000,920000,9930200
1000,930000,10013000
1000,940000,8498700
1000,950000,12853400
1000,960000,9043500
1000,970000,8445700
1000,980000,12904500
1000,990000,8236600
1000,1000000,11368800
1000,10000,8686500
1000,20000,8807300
1000,30000,6541200
1000,40000,5487600
1000,50000,7101900
1000,60000,5708900
1000,70000,8271800
1000,80000,8236300
1000,90000,8300900
1000,100000,8957300
1000,110000,9422500
1000,120000,7825000
1000,130000,7023500
1000,140000,7306400
1000,150000,7021900
1000,160000,7079400
1000,170000,8410600
1000,180000,8161000
1000,190000,8290700
1000,200000,8348600
1000,210000,8295700
1000,220000,7425400
1000,230000,8418900
1000,240000,8554000
1000,250000,9679800
1000,260000,9353900
1000,270000,14451600
1000,280000,8347700
1000,290000,9219500
1000,300000,7830900
1000,310000,7989100
1000,320000,8871300
1000,330000,11843300
1000,340000,8040400
1000,350000,8157600
1000,360000,8046000
1000,370000,9762100
1000,380000,9090600
1000,390000,9814000
1000,400000,8670300
1000,410000,8928400
1000,420000,8911200
1000,430000,9689100
1000,440000,15905300
1000,450000,16919600
1000,460000,16413500
1000,470000,8737000
1000,480000,15695600
1000,490000,9539000
1000,500000,15094700
1000,510000,10319700
1000,520000,9108600
1000,530000,9993000
1000,540000,9482900
1000,550000,8943100
1000,560000,8969400
1000,570000,10049900
1000,580000,10152100
1000,590000,10363600
1000,600000,12156900
1000,610000,13487300
1000,620000,9161400
1000,630000,10824600
1000,640000,10908100
1000,650000,9675000
1000,660000,10416200
1000,670000,9343800
1000,680000,10450500
1000,690000,9655200
1000,700000,15566600
1000,710000,16529300
1000,720000,10998300
1000,730000,13792300
1000,740000,9295100
1000,750000,12653000
1000,760000,11250600
1000,770000,9546900
1000,780000,9846000
1000,790000,10712600
1000,800000,11684000
1000,810000,10543300
1000,820000,12075200
1000,830000,10618700
1000,840000,10413000
1000,850000,12211600
1000,860000,9305500
1000,870000,10786500
1000,880000,16629300
1000,890000,10937500
1000,900000,10185700
1000,910000,9289700
1000,920000,10359000
1000,930000,8628600
1000,940000,8886100
1000,950000,9802000
1000,960000,10101400
1000,970000,9437300
1000,980000,9617400
1000,990000,15537200
1000,1000000,8182900
1000,10000,4974900
1000,20000,4954600
1000,30000,5202400
1000,40000,11611200
1000,50000,6627500
1000,60000,7661300
1000,70000,8643900
1000,80000,8842400
1000,90000,7771500
1000,100000,7575100
1000,110000,7741600
1000,120000,6810400
1000,130000,9211400
1000,140000,6549500
1000,150000,6711800
1000,160000,6936700
1000,170000,6974500
1000,180000,7834400
1000,190000,7507800
1000,200000,8803000
1000,210000,7777000
1000,220000,8354300
1000,230000,10626400
1000,240000,7816100
1000,250000,8178100
1000,260000,8143200
1000,270000,9291400
1000,280000,8509700
1000,290000,10918500
1000,300000,16100800
1000,310000,8243300
1000,320000,8934700
1000,330000,9316700
1000,340000,8862000
1000,350000,17105300
1000,360000,14655200
1000,370000,8377100
1000,380000,9933300
1000,390000,8763300
1000,400000,9002600
1000,410000,10338600
1000,420000,10762600
1000,430000,16406800
1000,440000,12190200
1000,450000,10861400
1000,460000,16324500
1000,470000,17149500
1000,480000,17005300
1000,490000,11813000
1000,500000,10148100
1000,510000,9520300
1000,520000,17903000
1000,530000,18090200
1000,540000,9987000
1000,550000,17452700
1000,560000,16940000
1000,570000,18545500
1000,580000,15043300
1000,590000,12933700
1000,600000,9813100
1000,610000,11297200
1000,620000,16515900
1000,630000,9263800
1000,640000,7808100
1000,650000,8303900
1000,660000,8488200
1000,670000,8689700
1000,680000,9258500
1000,690000,10144700
1000,700000,9395400
1000,710000,8389900
1000,720000,8322200
1000,730000,9172500
1000,740000,9155600
1000,750000,8069400
1000,760000,9287100
1000,770000,8730200
1000,780000,8583000
1000,790000,11005400
1000,800000,8411500
1000,810000,10320300
1000,820000,10787200
1000,830000,11771400
1000,840000,14357700
1000,850000,17705400
1000,860000,17946300
1000,870000,10263700
1000,880000,8865200
1000,890000,16426300
1000,900000,15319400
1000,910000,10839000
1000,920000,10896400
1000,930000,9941700
1000,940000,10246200
1000,950000,14537900
1000,960000,8480900
1000,970000,9065400
1000,980000,11424700
1000,990000,9412800
1000,1000000,8487300
1000,10000,5988500
1000,20000,5080700
1000,30000,8022000
1000,40000,6714500
1000,50000,8860600
1000,60000,9636900
1000,70000,9421500
1000,80000,11250900
1000,90000,11955900
1000,100000,7561000
1000,110000,14180200
1000,120000,8650300
1000,130000,12899200
1000,140000,12967300
1000,150000,8554300
1000,160000,10121500
1000,170000,7013200
1000,180000,7229600
1000,190000,8306800
1000,200000,8016700
1000,210000,8813900
1000,220000,8403600
1000,230000,7539100
1000,240000,9733900
1000,250000,9533400
1000,260000,9011300
1000,270000,8031900
1000,280000,12020800
1000,290000,12408900
1000,300000,9346100
1000,310000,12073100
1000,320000,9687500
1000,330000,12579800
1000,340000,8912300
1000,350000,10117700
1000,360000,16359700
1000,370000,16459300
1000,380000,15944100
1000,390000,11199400
1000,400000,17811300
1000,410000,17709400
1000,420000,16339500
1000,430000,9683300
1000,440000,10961900
1000,450000,15180900
1000,460000,9280900
1000,470000,16064300
1000,480000,10671000
1000,490000,9708000
1000,500000,10298600
1000,510000,11269000
1000,520000,8911100
1000,530000,17807200
1000,540000,14949900
1000,550000,17650500
1000,560000,10095800
1000,570000,15520000
1000,580000,9915900
1000,590000,9693900
1000,600000,18344400
1000,610000,10431900
1000,620000,13833600
1000,630000,12063000
1000,640000,11353700
1000,650000,10823900
1000,660000,17220800
1000,670000,12456400
1000,680000,17740400
1000,690000,17726200
1000,700000,12638600
1000,710000,17198100
1000,720000,19186100
1000,730000,10094400
1000,740000,11619200
1000,750000,11099200
1000,760000,13833000
1000,770000,11128000
1000,780000,12845800
1000,790000,14374600
1000,800000,10201900
1000,810000,63484100
1000,820000,18234500
1000,830000,14173000
1000,840000,18254300
1000,850000,8592400
1000,860000,8156300
1000,870000,8478600
1000,880000,8485800
1000,890000,7839600
1000,900000,11148700
1000,910000,17279200
1000,920000,14510100
1000,930000,18072600
1000,940000,11168400
1000,950000,8770900
1000,960000,18588600
1000,970000,8133400
1000,980000,8589300
1000,990000,16524900
1000,1000000,21705700
1000,10000,4306600
1000,20000,5404100
1000,30000,4634800
1000,40000,9634900
1000,50000,7893800
1000,60000,8159700
1000,70000,5741000
1000,80000,6484200
1000,90000,6442800
1000,100000,7289800
1000,110000,6503800
1000,120000,7049000
1000,130000,6682600
1000,140000,6092200
1000,150000,7450300
1000,160000,6496700
1000,170000,6563300
1000,180000,6489900
1000,190000,7661500
1000,200000,7303400
1000,210000,7307100
1000,220000,8686800
1000,230000,9268800
1000,240000,7492400
1000,250000,6447900
1000,260000,7103700
1000,270000,6479600
1000,280000,8093700
1000,290000,6910600
1000,300000,7290700
1000,310000,6636800
1000,320000,6866400
1000,330000,8224500
1000,340000,8532400
1000,350000,8350100
1000,360000,7289500
1000,370000,8555200
1000,380000,13184300
1000,390000,8691300
1000,400000,9308000
1000,410000,13891900
1000,420000,15353000
1000,430000,16145700
1000,440000,16501500
1000,450000,17113700
1000,460000,11561500
1000,470000,17571200
1000,480000,15935700
1000,490000,16663900
1000,500000,21189700
1000,510000,22464900
1000,520000,8725200
1000,530000,9087500
1000,540000,9323900
1000,550000,10800400
1000,560000,9297800
1000,570000,19730100
1000,580000,10481600
1000,590000,7925200
1000,600000,8266900
1000,610000,10466500
1000,620000,9882300
1000,630000,8322700
1000,640000,8227300
1000,650000,7809100
1000,660000,7619100
1000,670000,8324100
1000,680000,9865500
1000,690000,11679300
1000,700000,14288400
1000,710000,14832000
1000,720000,10279300
1000,730000,10845200
1000,740000,14712200
1000,750000,22660600
1000,760000,9433700
1000,770000,8372000
1000,780000,8272200
1000,790000,8762200
1000,800000,8004500
1000,810000,9479700
1000,820000,11766100
1000,830000,9493700
1000,840000,15061800
1000,850000,15322200
1000,860000,9834200
1000,870000,9224600
1000,880000,17606900
1000,890000,12959600
1000,900000,10741800
1000,910000,16876800
1000,920000,16077300
1000,930000,11021800
1000,940000,13787200
1000,950000,15479500
1000,960000,16897300
1000,970000,8825400
1000,980000,14756200
1000,990000,14845500
1000,1000000,17586000
1000,10000,9470400
1000,20000,10137900
1000,30000,10908100
1000,40000,5858500
1000,50000,5518900
1000,60000,7923000
1000,70000,12770900
1000,80000,7638200
1000,90000,12840800
1000,100000,11849500
1000,110000,12544900
1000,120000,12158900
1000,130000,6639100
1000,140000,10583400
1000,150000,10396100
1000,160000,7204600
1000,170000,13781900
1000,180000,13490900
1000,190000,11606500
1000,200000,9152000
1000,210000,7416600
1000,220000,13153800
1000,230000,11393300
1000,240000,9327600
1000,250000,7897100
1000,260000,10756200
1000,270000,9210900
1000,280000,9999900
1000,290000,8472200
1000,300000,13949600
1000,310000,8878000
1000,320000,9901300
1000,330000,9354000
1000,340000,9947600
1000,350000,9614300
1000,360000,12872400
1000,370000,10190100
1000,380000,13146600
1000,390000,10921800
1000,400000,13869000
1000,410000,10143700
1000,420000,11803700
1000,430000,11083300
1000,440000,12950600
1000,450000,9083500
1000,460000,9316800
1000,470000,10480600
1000,480000,11533100
1000,490000,9119100
1000,500000,16647000
1000,510000,9737600
1000,520000,8948800
1000,530000,9963300
1000,540000,15193700
1000,550000,14538900
1000,560000,14233400
1000,570000,9731600
1000,580000,10250000
1000,590000,13107200
1000,600000,16656500
1000,610000,10835900
1000,620000,16216600
1000,630000,12888900
1000,640000,16970300
1000,650000,12921200
1000,660000,10034100
1000,670000,16870100
1000,680000,12953400
1000,690000,11226400
1000,700000,12089600
1000,710000,18172700
1000,720000,18992200
1000,730000,17844200
1000,740000,15583700
1000,750000,18778800
1000,760000,12388700
1000,770000,14817500
1000,780000,9776600
1000,790000,16232700
1000,800000,14506900
1000,810000,12134500
1000,820000,10894100
1000,830000,17867500
1000,840000,11417800
1000,850000,9507400
1000,860000,10245400
1000,870000,11232700
1000,880000,10343900
1000,890000,15751600
1000,900000,18753800
1000,910000,17164400
1000,920000,16285400
1000,930000,16050500
1000,940000,16212800
1000,950000,17201900
1000,960000,15648100
1000,970000,10627700
1000,980000,12163800
1000,990000,15634000
1000,1000000,9122100
1000,10000,8157600
1000,20000,11022000
1000,30000,7135500
1000,40000,5522000
1000,50000,5790300
1000,60000,6724700
1000,70000,7016500
1000,80000,7759300
1000,90000,10184600
1000,100000,12317600
1000,110000,11426800
1000,120000,11417800
1000,130000,9795200
1000,140000,7404900
1000,150000,10926200
1000,160000,7026800
1000,170000,10004700
1000,180000,13147400
1000,190000,9973500
1000,200000,8478800
