num_vertices,num_edges,time
1000,210000,9580100
1000,220000,7369300
1000,230000,8655000
1000,240000,9613100
1000,250000,9643900
1000,260000,8411900
1000,270000,7900600
1000,280000,9170400
1000,290000,15107700
1000,300000,9113300
1000,310000,9859900
1000,320000,9394300
1000,330000,8427900
1000,340000,8485900
1000,350000,9808200
1000,360000,9753800
1000,370000,9293700
1000,380000,9898800
1000,390000,10481900
1000,400000,14708300
1000,410000,10679100
1000,420000,11542200
1000,430000,9932600
1000,440000,14027200
1000,450000,14966400
1000,460000,10114000
1000,470000,17267800
1000,480000,12059500
1000,490000,12390600
1000,500000,11103300
1000,510000,15529100
1000,520000,9882400
1000,530000,13001300
1000,540000,13625600
1000,550000,15042000
1000,560000,10526700
1000,570000,11993200
1000,580000,12511200
1000,590000,13437200
1000,600000,15343800
1000,610000,19097300
1000,620000,10274600
1000,630000,9701200
1000,640000,16702700
1000,650000,11306400
1000,660000,13435900
1000,670000,9709800
1000,680000,9883000
1000,690000,14222800
1000,700000,11304400
1000,710000,15705900
1000,720000,10114500
1000,730000,10079800
1000,740000,12194400
1000,750000,10698300
1000,760000,9892000
1000,770000,9731700
1000,780000,9416100
1000,790000,11511400
1000,800000,11315000
1000,810000,10810100
1000,820000,9602500
1000,830000,10604100
1000,840000,10944600
1000,850000,10264000
1000,860000,11532700
1000,870000,10496900
1000,880000,9331400
1000,890000,9644000
1000,900000,10220000
1000,910000,9054800
1000,920000,11287700
1000,930000,10600400
1000,940000,10901900
1000,950000,15336000
1000,960000,9877000
1000,970000,9726000
1000,980000,11531100
1000,990000,10037600
1000,1000000,10698700
1000,10000,8837400
1000,20000,7059600
1000,30000,5213600
1000,40000,6333700
1000,50000,5559300
1000,60000,6165100
1000,70000,6920900
1000,80000,9000500
1000,90000,6656900
1000,100000,8377800
1000,110000,6953600
1000,120000,11032300
1000,130000,7914100
1000,140000,7391800
1000,150000,7096800
1000,160000,6912100
1000,170000,7272100
1000,180000,7335900
1000,190000,8614500
1000,200000,8243400
1000,210000,7246400
1000,220000,10067400
1000,230000,9319400
1000,240000,8529300
1000,250000,7922400
1000,260000,8408100
1000,270000,8483300
1000,280000,9212500
1000,290000,9627500
1000,300000,8667600
1000,310000,8156100
1000,320000,11058000
1000,330000,13636400
1000,340000,8190600
1000,350000,11682900
1000,360000,9087200
1000,370000,9902800
1000,380000,8715900
1000,390000,8485200
1000,400000,10487400
1000,410000,15605600
1000,420000,17576500
1000,430000,16138300
1000,440000,15134400
1000,450000,14608400
1000,460000,19332700
1000,470000,18066500
1000,480000,12404200
1000,490000,10066300
1000,500000,16565200
1000,510000,14164700
1000,520000,17957600
1000,530000,13192500
1000,540000,9709200
1000,550000,9985400
1000,560000,13302700
1000,570000,13510400
1000,580000,17786700
1000,590000,10270100
1000,600000,18436000
1000,610000,10748000
1000,620000,16961500
1000,630000,16357300
1000,640000,11429100
1000,650000,11828700
1000,660000,16874500
1000,670000,9519400
1000,680000,17730200
1000,690000,17033900
1000,700000,16999500
1000,710000,12659500
1000,720000,10238200
1000,730000,19497600
1000,740000,16033300
1000,750000,10070100
1000,760000,17390700
1000,770000,11403900
1000,780000,15404500
1000,790000,16437900
1000,800000,12410000
1000,810000,17835600
1000,820000,10196800
1000,830000,15256200
1000,840000,11297600
1000,850000,11065500
1000,860000,10145100
1000,870000,9339700
1000,880000,12033500
1000,890000,12502700
1000,900000,10234500
1000,910000,13011000
1000,920000,9128200
1000,930000,14020800
1000,940000,16399000
1000,950000,9652800
1000,960000,9330800
1000,970000,8774200
1000,980000,9786300
1000,990000,14557500
1000,1000000,14752900
1000,10000,10004000
1000,20000,11066100
1000,30000,9545300
1000,40000,7637000
1000,50000,6066000
1000,60000,10780100
1000,70000,9878500
1000,80000,10681600
1000,90000,6366200
1000,100000,7867900
1000,110000,6560900
1000,120000,6937900
1000,130000,10318600
1000,140000,8219800
1000,150000,7010000
1000,160000,13056600
1000,170000,10925400
1000,180000,7288200
1000,190000,8275400
1000,200000,9080700
1000,210000,9382400
1000,220000,7337100
1000,230000,8685000
1000,240000,8534800
1000,250000,12095200
1000,260000,14070600
1000,270000,8467100
1000,280000,12533100
1000,290000,9642600
1000,300000,9196600
1000,310000,15254700
1000,320000,16110000
1000,330000,13198800
1000,340000,14808900
1000,350000,12413700
1000,360000,10786000
1000,370000,11774500
1000,380000,11777200
1000,390000,19745300
1000,400000,14437400
1000,410000,10336400
1000,420000,8976100
1000,430000,16630200
1000,440000,8834200
1000,450000,12709200
1000,460000,9035000
1000,470000,10969500
1000,480000,9765100
1000,490000,10635100
1000,500000,18128000
1000,510000,9750400
1000,520000,10190800
1000,530000,16561800
1000,540000,16277700
1000,550000,18450100
1000,560000,17516200
1000,570000,9131000
1000,580000,10009600
1000,590000,16792800
1000,600000,9421400
1000,610000,11538700
1000,620000,13871900
1000,630000,10781200
1000,640000,14007200
1000,650000,17812300
1000,660000,17720900
1000,670000,16937000
1000,680000,17733200
1000,690000,16239800
1000,700000,16124500
1000,710000,13061400
1000,720000,9527200
1000,730000,10636400
1000,740000,15776700
1000,750000,15352800
1000,760000,19389200
1000,770000,10688700
1000,780000,19445100
1000,790000,13401800
1000,800000,16106500
1000,810000,17184700
1000,820000,18393100
1000,830000,16360900
1000,840000,16679500
1000,850000,10158200
1000,860000,9481900
1000,870000,10050800
1000,880000,10096700
1000,890000,8139200
1000,900000,8236100
1000,910000,12142200
1000,920000,8896300
1000,930000,7891100
1000,940000,11266500
1000,950000,10107800
1000,960000,7850400
1000,970000,7955500
1000,980000,17358600
1000,990000,13834800
1000,1000000,7208700
1000,10000,4534900
1000,20000,4186200
1000,30000,5253400
1000,40000,4744000
1000,50000,4944200
1000,60000,4792600
1000,70000,5694300
1000,80000,7193800
1000,90000,5214300
1000,100000,5861200
1000,110000,9790700
1000,120000,6940700
1000,130000,5794300
1000,140000,5463700
1000,150000,5680600
1000,160000,5612100
1000,170000,5727900
1000,180000,5752000
1000,190000,6056300
1000,200000,5944100
1000,210000,6980400
1000,220000,7172300
1000,230000,6614100
1000,240000,6307700
1000,250000,7239900
1000,260000,7894200
1000,270000,6506300
1000,280000,6631900
1000,290000,6705200
1000,300000,7209600
1000,310000,6630700
1000,320000,7559100
1000,330000,7146000
1000,340000,7124500
1000,350000,8048000
1000,360000,7850700
1000,370000,8570800
1000,380000,8700600
1000,390000,12816700
1000,400000,14665600
1000,410000,9579800
1000,420000,12976100
1000,430000,16072000
1000,440000,16170500
1000,450000,17798800
1000,460000,9912900
1000,470000,9308500
1000,480000,19602400
1000,490000,17027500
1000,500000,18087600
1000,510000,16695100
1000,520000,10404200
1000,530000,16562300
1000,540000,10815000
1000,550000,9434100
1000,560000,16967500
1000,570000,17575200
1000,580000,10571100
1000,590000,12937600
1000,600000,10497000
1000,610000,9701100
1000,620000,13968000
1000,630000,13530800
1000,640000,9412300
1000,650000,10850700
1000,660000,10605000
1000,670000,11729500
1000,680000,16501500
1000,690000,10293400
1000,700000,11998600
1000,710000,17677400
1000,720000,14458100
1000,730000,17899800
1000,740000,13734300
1000,750000,9270300
1000,760000,10940100
1000,770000,12545600
1000,780000,16825200
1000,790000,10810500
1000,800000,14259800
1000,810000,11883100
1000,820000,9461900
1000,830000,13033900
1000,840000,12167600
1000,850000,9985000
1000,860000,11609800
1000,870000,10264700
1000,880000,18985700
1000,890000,14696700
1000,900000,9384100
1000,910000,11169100
1000,920000,10369800
1000,930000,9068500
1000,940000,9466900
1000,950000,8769200
1000,960000,11871600
1000,970000,9238500
1000,980000,10109600
1000,990000,9812200
1000,1000000,16463200
1000,10000,9878200
1000,20000,10787300
1000,30000,10227700
1000,40000,7185300
1000,50000,7701000
1000,60000,7305600
1000,70000,12194500
1000,80000,12603900
1000,90000,11814100
1000,100000,11755100
1000,110000,11416600
1000,120000,11690800
1000,130000,12741100
1000,140000,7168100
1000,150000,14029200
1000,160000,7964700
1000,170000,10852700
1000,180000,8149700
1000,190000,7451800
1000,200000,7867600
1000,210000,10509100
1000,220000,10020700
1000,230000,7944900
1000,240000,10313300
1000,250000,7432000
1000,260000,8956300
1000,270000,10125900
1000,280000,8342900
1000,290000,7897300
1000,300000,8795400
1000,310000,15599400
1000,320000,9414600
1000,330000,9923400
1000,340000,13721300
1000,350000,13347800
1000,360000,9504100
1000,370000,11060500
1000,380000,10325400
1000,390000,9319200
1000,400000,15236500
1000,410000,17187800
1000,420000,14913500
1000,430000,16870000
1000,440000,10922700
1000,450000,12963400
1000,460000,12158400
1000,470000,13634700
1000,480000,16250700
1000,490000,16469600
1000,500000,16579800
1000,510000,16618300
1000,520000,15452100
1000,530000,16343800
1000,540000,9419000
1000,550000,9626000
1000,560000,17833800
1000,570000,16651100
1000,580000,16917000
1000,590000,18530900
1000,600000,15528700
1000,610000,11293400
1000,620000,9175100
1000,630000,11036600
1000,640000,10833500
1000,650000,10484700
1000,660000,11862100
1000,670000,12596800
1000,680000,10865800
1000,690000,15824300
1000,700000,20938500
1000,710000,13740200
1000,720000,10978000
1000,730000,11047600
1000,740000,9524400
1000,750000,9701400
1000,760000,18441400
1000,770000,18516000
1000,780000,13546000
1000,790000,10197800
1000,800000,10909200
1000,810000,11932900
1000,820000,14382600
1000,830000,15749200
1000,840000,11193300
1000,850000,17342800
1000,860000,16712500
1000,870000,18032900
1000,880000,12866400
1000,890000,18534500
1000,900000,9217800
1000,910000,9897300
1000,920000,9450800
1000,930000,13068000
1000,940000,14488700
1000,950000,18256400
1000,960000,16438400
